issue,key,parent_key,average_to_do_workdays,average_acknowledged_workdays,average_wip_workdays,average_on_hold_team_internal_workdays,average_on_hold_customers_workdays,average_verified_workdays,average_resolved_workdays,workdays_in_current_status,status,sw_resolution__breached,software_defect_resolution_sla_breached,average_resolution_workdays,priority,severity,components,linked_issues_count,resolution,created_by,customer,realm,impacted_environment,found_in,type,defect_category,software_defect_fix_sla_start_date,software_defect_fix_sla_target_date,software_defect_fix_sla_end_date,software_defect_resolution_sla_start_date,software_defect_resolution_sla_target_date,software_defect_resolution_sla_end_date,product_deliverable,core_product,parent_product,feature_attribute,created_date,resolution_date,due_date,software_defect_acknowledgement_sla_breached,software_defect_acknowledgement_sla_start_date,software_defect_acknowledgement_sla_end_date,software_defect_acknowledgement_sla_target_date,external_id,reopen_count,resolution_quality,created_year_month,resolved_year_month
ISSUE-319,KEY-319,,2.6926,2.0792,1.9325,0,7.2086,0,0,79.95345390046296,Closed,0,Not breached,0.8,P3 - Low,S2 - Major,COMP-110,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,2/25/25 14:14,5/30/25 10:51,2/26/25 9:23,2/25/25 14:07,6/2/25 23:07,2025-03-19T16:01:11.000,PROD-DELIVERABLE-1,CORE-PROD-1,PARENT-PROD-1,FEATURE-2,2025-02-25T14:07:06.000,2/26/25 9:23,,Not breached,2/25/25 14:07,3/13/25 12:27,3/17/25 19:50,EXTERNAL-ID-82,1,Positively Resolved,2025-02,2025-03
ISSUE-325,KEY-325,RTGS-2788,1.9142,7.1334,15.6799,0.2823,0,0,0,70.92235436342592,Resolved,0,Not breached,25.01,P3 - Low,S1 - Critical,COMP-30,0,Fixed by Software Development,External Customer,CUST-105,REALM--110,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-8,2/27/25 14:28,5/15/25 14:33,4/1/25 16:45,2/25/25 16:31,5/20/25 16:31,2025-04-01T16:45:59.000,PROD-DELIVERABLE-1,CORE-PROD-28,PARENT-PROD-38,FEATURE-2,2025-02-25T16:31:45.000,4/1/25 16:45,3/19/25,Not breached,2/25/25 16:31,2/27/25 14:28,2/28/25 16:31,EXTERNAL-ID-620,0,Positively Resolved,2025-02,2025-04
ISSUE-337,KEY-337,,1.4922,2.9836,2.0861,0,3.5482,0,0,82.91069928,Closed,0,Not breached,4,P3 - Low,S2 - Major,COMP-110,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,2/26/25 10:29,5/27/25 12:43,3/4/25 9:24,2/26/25 9:21,5/29/25 3:33,2025-03-14T17:02:45.000,PROD-DELIVERABLE-1,CORE-PROD-1,PARENT-PROD-1,FEATURE-2,2025-02-26T09:21:06.000,3/4/25 9:24,,Not breached,2/26/25 9:21,3/12/25 10:16,3/17/25 22:27,EXTERNAL-ID-79,2,Positively Resolved,2025-02,2025-03
ISSUE-338,KEY-338,,18.7021,0.0003,41.8366,0,0,0,0,33.96161363425926,Closed,1,Breached,7.39,P3 - Low,S2 - Major,COMP-110,2,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,3/25/25 19:44,6/10/25 19:49,3/7/25 18:48,2/26/25 9:22,5/22/25 2:53,2025-05-22T15:49:27.000,PROD-DELIVERABLE-1,CORE-PROD-112,PARENT-PROD-44,FEATURE-2,2025-02-26T09:22:23.000,3/7/25 18:48,,Breached,2/26/25 9:22,3/25/25 19:44,3/5/25 9:22,EXTERNAL-ID-85,1,Positively Resolved,2025-02,2025-05
ISSUE-363,KEY-363,,3.307,0,0,0,0,0,0,91.21113909722222,Acknowledged,0,Breached,0,P3 - Low,S2 - Major,COMP-51,1,(unresolved),External Customer,CUST-188,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,3/4/25 9:50,5/20/25 9:55,,2/27/25 2:28,5/22/25 2:28,,PROD-DELIVERABLE-1,CORE-PROD-93,PARENT-PROD-31,FEATURE-54,2025-02-27T02:28:00.000,,,Not breached,2/27/25 2:28,3/4/25 9:50,3/6/25 2:28,EXTERNAL-ID-1,0,Unresolved,2025-02,NaT
ISSUE-374,KEY-374,,0.0638,0.1071,3.2994,0,3.8849,0,0,68.20104652,Closed,0,Not breached,2.36,P3 - Low,S2 - Major,COMP-110,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,2/27/25 10:28,6/19/25 5:05,3/3/25 18:42,2/27/25 10:01,6/23/25 21:47,2025-04-04T10:04:39.000,PROD-DELIVERABLE-1,CORE-PROD-1,PARENT-PROD-1,FEATURE-2,2025-02-27T10:01:35.000,3/3/25 18:42,,Not breached,2/27/25 10:01,3/31/25 9:55,4/7/25 8:23,EXTERNAL-ID-91,2,Positively Resolved,2025-02,2025-04
ISSUE-376,KEY-376,,12.5061,0,0,0,4.9161,0,5.9663,70.08394003472222,Closed,0,Not breached,6.37,P3 - Low,S2 - Major,COMP-110,1,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,2/27/25 10:02,,,2/27/25 10:02,5/30/25 1:33,2025-03-25T13:41:50.000,PROD-DELIVERABLE-1,CORE-PROD-1,PARENT-PROD-44,FEATURE-2,2025-02-27T10:02:51.000,3/7/25 18:48,,Breached,2/27/25 10:02,3/25/25 13:41,3/13/25 8:02,EXTERNAL-ID-84,1,Positively Resolved,2025-02,2025-03
ISSUE-384,KEY-384,,0.7476,8.2588,0.1007,0,0.8865,0,0,82.21472707175926,Closed,0,Not breached,6.32,P3 - Low,S2 - Major,COMP-110,1,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,2/27/25 11:37,5/21/25 1:12,3/7/25 18:48,2/27/25 11:06,5/27/25 7:10,2025-03-17T09:44:58.000,PROD-DELIVERABLE-1,CORE-PROD-1,PARENT-PROD-1,FEATURE-2,2025-02-27T11:06:18.000,3/7/25 18:48,,Not breached,2/27/25 11:06,3/12/25 11:02,3/18/25 17:05,EXTERNAL-ID-87,1,Positively Resolved,2025-02,2025-03
ISSUE-386,KEY-386,,30.1592,0.0005,49.9031,0,2.9534,0,0,10.96539837962963,Verified,1,Breached,0,P3 - Low,S3 - Minor,COMP-89,1,(unresolved),External Customer,CUST-39,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-6,4/15/25 18:02,7/1/25 17:07,6/24/25 15:44,2/27/25 15:20,5/27/25 14:13,2025-06-24T15:44:00.000,PROD-DELIVERABLE-17,CORE-PROD-8,PARENT-PROD-26,FEATURE-2,2025-02-27T15:20:39.000,,,Breached,2/27/25 15:20,4/15/25 18:02,3/11/25 14:13,EXTERNAL-ID-919,0,Unresolved,2025-02,2025-06
ISSUE-403,KEY-403,,0.1499,6.8582,0.1575,0,0,0,0,85.10853495370371,Resolved,0,Not breached,7.17,P3 - Low,S3 - Minor,COMP-50,1,Cannot Reproduce,External Customer,CUST-134,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-6,3/3/25 11:55,5/19/25 12:00,3/12/25 12:17,3/3/25 8:19,5/26/25 8:19,2025-03-12T12:17:53.000,PROD-DELIVERABLE-1,CORE-PROD-63,PARENT-PROD-29,FEATURE-2,2025-03-03T08:19:23.000,3/12/25 12:17,,Not breached,3/3/25 8:19,3/3/25 11:55,3/10/25 8:19,EXTERNAL-ID-1,0,Negatively Resolved,2025-03,2025-03
ISSUE-405,KEY-405,,0.0506,0.0003,12.0346,0,0,0,0,5.302979398148148,Closed,0,Not breached,12.09,P3 - Low,S3 - Minor,COMP-50,0,Fixed by Software Development,External Customer,CUST-142,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-6,3/3/25 9:47,5/19/25 9:52,3/19/25 10:37,3/3/25 8:34,5/26/25 8:34,2025-03-19T10:37:32.000,PROD-DELIVERABLE-1,CORE-PROD-1,PARENT-PROD-1,FEATURE-2,2025-03-03T08:34:19.000,3/19/25 10:37,3/14/25,Not breached,3/3/25 8:34,3/3/25 9:47,3/10/25 8:34,EXTERNAL-ID-1,0,Positively Resolved,2025-03,2025-03
ISSUE-415,KEY-415,,22.9352,0.0289,0,7.7992,0,0,0.0006,61.145965509259256,Closed,0,Not breached,30.76,P3 - Low,S3 - Minor,COMP-117,0,Fixed by Data Correction,External Customer,CUST-34,REALM--19,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-8,4/3/25 15:30,6/19/25 14:35,4/15/25 11:23,3/3/25 17:03,5/26/25 17:03,2025-04-15T11:23:08.000,PROD-DELIVERABLE-1,CORE-PROD-96,PARENT-PROD-49,FEATURE-2,2025-03-03T17:03:54.000,4/15/25 11:23,,Breached,3/3/25 17:03,4/3/25 15:30,3/10/25 17:03,EXTERNAL-ID-635,0,Positively Resolved,2025-03,2025-04
ISSUE-420,KEY-420,,0.3028,0,0,0,0,0,0,91.20870857638889,Acknowledged,0,Breached,0,P3 - Low,S2 - Major,COMP-51,1,(unresolved),External Customer,CUST-188,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,3/4/25 9:53,5/20/25 9:58,,3/4/25 2:37,5/27/25 2:37,,PROD-DELIVERABLE-1,CORE-PROD-93,PARENT-PROD-31,FEATURE-54,2025-03-04T02:37:34.000,,,Not breached,3/4/25 2:37,3/4/25 9:53,3/11/25 2:37,EXTERNAL-ID-1,0,Unresolved,2025-03,NaT
ISSUE-421,KEY-421,,2.8353,11.2569,3.995,0,0.3712,0,6.9911,63.830097465277774,Closed,0,Not breached,27.4,P3 - Low,S2 - Major,COMP-110,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,3/5/25 10:26,5/27/25 4:10,4/10/25 18:58,3/4/25 9:22,6/9/25 16:53,2025-04-10T18:58:50.000,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-2,2025-03-04T09:22:55.000,4/10/25 18:58,,Not breached,3/4/25 9:22,4/10/25 18:58,4/14/25 22:55,EXTERNAL-ID-99,2,Positively Resolved,2025-03,2025-04
ISSUE-427,KEY-427,OCMAM-395,1.0334,0,0,0,5.9081,0,13.1959,70.92584978009259,Closed,0,Not breached,6.94,P3 - Low,S1 - Critical,COMP-94,0,Fixed by Software Development,External Customer,CUST-194,REALM--1,ENV-1,Software Integration Testing,Software Defect,DEFECT-CATEGORY-8,3/4/25 13:23,,,3/4/25 13:23,6/4/25 11:10,2025-03-13T11:58:53.000,PROD-DELIVERABLE-1,CORE-PROD-90,PARENT-PROD-26,FEATURE-2,2025-03-04T13:23:12.000,3/13/25 11:58,,Not breached,3/4/25 13:23,3/13/25 11:58,3/17/25 11:10,EXTERNAL-ID-1,0,Positively Resolved,2025-03,2025-03
ISSUE-428,KEY-428,,60.1818,0,0,0,0,0,0,30.84330349537037,Blocked,0,Breached,0,P3 - Low,S3 - Minor,COMP-89,1,(unresolved),External Customer,CUST-39,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,3/4/25 14:18,,,3/4/25 14:18,5/27/25 14:18,,PROD-DELIVERABLE-17,CORE-PROD-8,PARENT-PROD-26,FEATURE-2,2025-03-04T14:18:02.000,,,Breached,3/4/25 14:18,,3/11/25 14:18,EXTERNAL-ID-1073,0,Unresolved,2025-03,NaT
ISSUE-430,KEY-430,,70.155,0,0,0,0,0,0,20.82605813,Acknowledged,0,Breached,0,P3 - Low,S3 - Minor,COMP-89,3,(unresolved),External Customer,CUST-39,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,6/10/25 19:04,8/26/25 18:09,,3/4/25 15:21,5/27/25 15:21,,PROD-DELIVERABLE-17,CORE-PROD-8,PARENT-PROD-26,FEATURE-2,2025-03-04T15:21:31.000,,,Breached,3/4/25 15:21,6/10/25 19:04,3/11/25 15:21,EXTERNAL-ID-1097,0,Unresolved,2025-03,NaT
ISSUE-439,KEY-439,,0.0284,0.25,0.8734,0,0.0627,0,0,89.00626645833333,Closed,0,Not breached,1.21,P3 - Low,S2 - Major,COMP-110,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,3/5/25 10:17,5/21/25 11:52,3/6/25 14:45,3/5/25 9:36,5/28/25 11:06,2025-03-06T14:45:09.000,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-2,2025-03-05T09:36:20.000,3/6/25 14:45,3/12/25,Not breached,3/5/25 9:36,3/5/25 10:17,3/12/25 9:36,EXTERNAL-ID-109,0,Positively Resolved,2025-03,2025-03
ISSUE-443,KEY-443,,0.7268,3.3128,1.0716,0,0.1547,0,0,82.95747017361111,Closed,0,Not breached,2.34,P3 - Low,S2 - Major,COMP-110,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,3/5/25 10:59,5/26/25 6:46,3/7/25 18:48,3/5/25 10:43,5/30/25 13:15,2025-03-14T15:55:24.000,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-2,2025-03-05T10:43:43.000,3/7/25 18:48,,Not breached,3/5/25 10:43,3/12/25 10:47,3/18/25 17:20,EXTERNAL-ID-77,1,Positively Resolved,2025-03,2025-03
ISSUE-444,KEY-444,,0.6909,2.3261,1.103,0,1.9819,0,0,82.12137063657407,Closed,0,Not breached,2.34,P3 - Low,S2 - Major,COMP-110,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,3/5/25 10:59,5/28/25 1:46,3/7/25 18:48,3/5/25 10:43,6/3/25 9:06,2025-03-17T11:59:23.000,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-2,2025-03-05T10:43:54.000,3/7/25 18:48,,Not breached,3/5/25 10:43,3/12/25 9:56,3/18/25 17:21,EXTERNAL-ID-93,1,Positively Resolved,2025-03,2025-03
ISSUE-446,KEY-446,,69.1721,0,0,0,0,0,0,20.82295628472222,Acknowledged,0,Breached,0,P3 - Low,S3 - Minor,COMP-89,0,(unresolved),External Customer,CUST-39,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,6/10/25 19:09,8/26/25 18:14,,3/5/25 15:01,5/28/25 15:01,,PROD-DELIVERABLE-17,CORE-PROD-8,PARENT-PROD-26,FEATURE-2,2025-03-05T15:01:20.000,,,Breached,3/5/25 15:01,6/10/25 19:09,3/12/25 15:01,EXTERNAL-ID-1027,0,Unresolved,2025-03,NaT
ISSUE-447,KEY-447,,59.1402,0,0,0,0,0,0,30.851382210648147,Blocked,0,Breached,0,P3 - Low,S3 - Minor,COMP-89,1,(unresolved),External Customer,CUST-39,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,3/5/25 15:06,,,3/5/25 15:06,5/28/25 15:06,,PROD-DELIVERABLE-17,CORE-PROD-8,PARENT-PROD-26,FEATURE-2,2025-03-05T15:06:21.000,,,Breached,3/5/25 15:06,,3/12/25 15:06,EXTERNAL-ID-1139,0,Unresolved,2025-03,NaT
ISSUE-449,KEY-449,,11.4885,0.0006,24.8227,0,0,0,5.9629,45.011000277777775,Closed,0,Not breached,1.4,P3 - Low,S2 - Major,COMP-110,1,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-7,3/25/25 19:46,6/10/25 19:51,3/7/25 18:48,3/6/25 9:14,6/2/25 8:02,2025-04-29T15:31:48.000,PROD-DELIVERABLE-1,CORE-PROD-112,PARENT-PROD-44,FEATURE-2,2025-03-06T09:14:01.000,3/7/25 18:48,,Breached,3/6/25 9:14,3/25/25 19:46,3/17/25 8:02,EXTERNAL-ID-115,1,Positively Resolved,2025-03,2025-04
ISSUE-451,KEY-451,,0.007,0.9799,0.0068,0,0.1767,0,0,88.02240074074074,Closed,0,Not breached,1.17,P3 - Low,S2 - Major,COMP-110,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,3/6/25 10:26,5/22/25 14:45,3/7/25 14:21,3/6/25 10:16,5/29/25 14:30,2025-03-07T14:21:54.000,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-2,2025-03-06T10:16:29.000,3/7/25 14:21,3/14/25,Not breached,3/6/25 10:16,3/6/25 10:26,3/13/25 10:16,EXTERNAL-ID-90,0,Positively Resolved,2025-03,2025-03
ISSUE-482,KEY-482,,0.9109,4.1243,1.8697,0,0.2044,0,0,79.95360444444445,Closed,0,Not breached,7.11,P3 - Low,S2 - Major,COMP-110,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,3/11/25 11:15,5/27/25 16:14,3/19/25 16:00,3/10/25 13:23,6/2/25 18:17,2025-03-19T16:00:58.000,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-2,2025-03-10T13:23:33.000,3/19/25 16:00,,Not breached,3/10/25 13:23,3/11/25 11:15,3/17/25 13:23,EXTERNAL-ID-68,0,Positively Resolved,2025-03,2025-03
ISSUE-485,KEY-485,HERESDK-6635,15.8098,0,0,25.1351,0,0,8.6169,37.31795630787037,Closed,0,Not breached,40.94,P3 - Low,S2 - Major,COMP-59,2,Fixed by Software Development,External Customer,CUST-194,REALM--170,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-3,3/10/25 17:47,,,3/10/25 17:47,6/2/25 17:47,2025-05-06T16:27:57.000,PROD-DELIVERABLE-1,CORE-PROD-120,PARENT-PROD-40,FEATURE-2,2025-03-10T17:47:18.000,5/6/25 16:27,,Breached,3/10/25 17:47,5/6/25 16:27,3/17/25 17:47,EXTERNAL-ID-1,0,Positively Resolved,2025-03,2025-05
ISSUE-487,KEY-487,,0.5304,32.0293,0,0,0,0,0,54.25818778935185,Resolved,0,Not breached,32.56,P3 - Low,S3 - Minor,COMP-7,0,Won't Fix,External Customer,CUST-208,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,3/11/25 8:00,5/27/25 8:05,4/24/25 8:42,3/10/25 19:16,6/2/25 19:16,2025-04-24T08:42:23.000,PROD-DELIVERABLE-1,CORE-PROD-62,PARENT-PROD-34,FEATURE-103,2025-03-10T19:16:22.000,4/24/25 8:42,4/4/25,Not breached,3/10/25 19:16,3/11/25 8:00,3/17/25 19:16,EXTERNAL-ID-1,0,Negatively Resolved,2025-03,2025-04
ISSUE-490,KEY-490,,0.0096,1.9922,2.1151,0,1.9033,0,0,80.15993547453704,Closed,0,Not breached,6.02,P3 - Low,S2 - Major,COMP-110,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,3/11/25 10:48,5/29/25 8:34,3/19/25 11:03,3/11/25 10:34,6/5/25 8:15,2025-03-19T11:03:51.000,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-2,2025-03-11T10:34:54.000,3/19/25 11:03,,Not breached,3/11/25 10:34,3/11/25 10:48,3/18/25 10:34,EXTERNAL-ID-114,0,Positively Resolved,2025-03,2025-03
ISSUE-513,KEY-513,,3.7526,0.0002,10.9667,0,0,0,0.0003,70.31028269675926,Closed,0,Not breached,14.72,P3 - Low,S3 - Minor,COMP-97,1,Fixed by Software Development,External Customer,CUST-36,REALM--1,ENV-1,Pre-Release Testing,Software Defect,DEFECT-CATEGORY-6,3/18/25 8:14,6/3/25 8:19,4/2/25 7:26,3/12/25 14:10,6/4/25 14:10,2025-04-02T07:26:54.000,PROD-DELIVERABLE-1,CORE-PROD-105,PARENT-PROD-38,FEATURE-2,2025-03-12T14:10:55.000,4/2/25 7:26,,Not breached,3/12/25 14:10,3/18/25 8:14,3/19/25 14:10,EXTERNAL-ID-1,0,Positively Resolved,2025-03,2025-04
ISSUE-514,KEY-514,,0.8794,0.9191,16.2473,0,0,0,0,66.93580354166667,Closed,0,Not breached,18.05,P3 - Low,S2 - Major,COMP-110,1,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,3/13/25 12:26,5/29/25 12:31,4/7/25 16:26,3/12/25 15:20,6/4/25 15:20,2025-04-07T16:26:36.000,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-2,2025-03-12T15:20:38.000,4/7/25 16:26,,Not breached,3/12/25 15:20,3/13/25 12:26,3/19/25 15:20,EXTERNAL-ID-66,0,Positively Resolved,2025-03,2025-04
ISSUE-524,KEY-524,,0.1529,0,0,0,0,0,0,84.12491233796297,Acknowledged,0,Breached,0,P3 - Low,S3 - Minor,COMP-50,1,(unresolved),External Customer,CUST-200,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,3/13/25 11:54,5/29/25 11:59,,3/13/25 8:14,6/5/25 8:14,,PROD-DELIVERABLE-1,CORE-PROD-1,PARENT-PROD-1,FEATURE-2,2025-03-13T08:14:11.000,,,Not breached,3/13/25 8:14,3/13/25 11:54,3/20/25 8:14,EXTERNAL-ID-1,0,Unresolved,2025-03,NaT
ISSUE-525,KEY-525,,0.1186,0,0,0,0,0,0,84.12361604166666,Acknowledged,0,Breached,0,P3 - Low,S3 - Minor,COMP-50,1,(unresolved),External Customer,CUST-200,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,3/13/25 11:56,5/29/25 12:01,,3/13/25 9:05,6/5/25 9:05,,PROD-DELIVERABLE-1,CORE-PROD-1,PARENT-PROD-1,FEATURE-2,2025-03-13T09:05:23.000,,,Not breached,3/13/25 9:05,3/13/25 11:56,3/20/25 9:05,EXTERNAL-ID-1,0,Unresolved,2025-03,NaT
ISSUE-537,KEY-537,,0.1427,2.0428,3.8523,0,1.0315,0,0,76.12861605324073,Closed,0,Not breached,7.07,P3 - Low,S2 - Major,COMP-110,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,3/14/25 13:34,6/2/25 14:24,3/25/25 11:48,3/14/25 10:09,6/9/25 10:54,2025-03-25T11:48:58.000,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-2,2025-03-14T10:09:11.000,3/25/25 11:48,,Not breached,3/14/25 10:09,3/14/25 13:34,3/21/25 10:09,EXTERNAL-ID-92,0,Positively Resolved,2025-03,2025-03
ISSUE-539,KEY-539,,0.1118,0.8909,0.0814,0,0.1449,0,0,81.96855818287037,Closed,0,Not breached,1.23,P3 - Low,S2 - Major,COMP-110,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,3/14/25 12:50,5/30/25 16:24,3/17/25 15:39,3/14/25 10:09,6/6/25 13:38,2025-03-17T15:39:27.000,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-2,2025-03-14T10:09:33.000,3/17/25 15:39,,Not breached,3/14/25 10:09,3/14/25 12:50,3/21/25 10:09,EXTERNAL-ID-128,0,Positively Resolved,2025-03,2025-03
ISSUE-546,KEY-546,,2.8392,0,7.3114,0,0,19.1034,0,36.20617392361111,Resolved,0,Not breached,46.89,P3 - Low,S2 - Major,COMP-122,0,Fixed by Data Correction,External Customer,CUST-36,REALM--25,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-11,3/16/25 10:48,6/28/25 0:05,5/20/25 9:57,3/14/25 12:29,7/2/25 2:51,2025-04-23T07:28:24.000,PROD-DELIVERABLE-1,CORE-PROD-28,PARENT-PROD-21,FEATURE-71,2025-03-14T12:29:24.000,5/20/25 9:57,5/16/25,Not breached,3/14/25 12:29,4/12/25 14:35,4/16/25 3:51,EXTERNAL-ID-683,1,Positively Resolved,2025-03,2025-04
ISSUE-556,KEY-556,,0.9231,20.0569,13.2879,0,0,0,0,47.781717916666665,Waiting For Information -Internal,0,Breached,0,P3 - Low,S3 - Minor,COMP-50,1,(unresolved),External Customer,CUST-134,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,3/18/25 11:51,6/3/25 11:56,,3/17/25 13:42,6/9/25 13:42,,PROD-DELIVERABLE-1,CORE-PROD-63,PARENT-PROD-29,FEATURE-2,2025-03-17T13:42:39.000,,,Not breached,3/17/25 13:42,3/18/25 11:51,3/24/25 13:42,EXTERNAL-ID-1,0,Unresolved,2025-03,NaT
ISSUE-563,KEY-563,,0.0158,0.0002,1.0865,0,0.1472,0,0,79.95374337962963,Closed,0,Not breached,1.25,P3 - Low,S2 - Major,COMP-110,0,Fixed by Data Correction,External Customer,CUST-34,REALM--1,ENV-3,Component Development & Testing,Software Defect,DEFECT-CATEGORY-8,3/18/25 10:23,6/3/25 14:00,3/19/25 16:00,3/18/25 10:01,6/10/25 13:33,2025-03-19T16:00:47.000,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-2,2025-03-18T10:01:04.000,3/19/25 16:00,,Not breached,3/18/25 10:01,3/18/25 10:23,3/25/25 10:01,EXTERNAL-ID-140,0,Positively Resolved,2025-03,2025-03
ISSUE-568,KEY-568,,8.9179,0.0006,55.9282,4.2008,0.0414,0,0,11.782829027777778,Resolved,1,Breached,69.09,P3 - Low,S2 - Major,COMP-123,2,Fixed by Data Correction,External Customer,CUST-144,REALM--55,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-9,4/4/25 21:49,6/20/25 20:54,6/23/25 20:06,3/18/25 17:59,6/10/25 18:58,2025-06-23T20:06:54.000,PROD-DELIVERABLE-1,CORE-PROD-28,PARENT-PROD-38,FEATURE-69,2025-03-18T17:59:02.000,6/23/25 20:06,,Breached,3/18/25 17:59,4/4/25 21:49,3/25/25 18:58,EXTERNAL-ID-672,0,Positively Resolved,2025-03,2025-06
ISSUE-581,KEY-581,HERESDK-6411,42.5841,0,0,6.0012,0.601,0,14.1552,16.802134583333334,Closed,0,Not breached,49.19,P3 - Low,S3 - Minor,COMP-61,1,Cannot Reproduce,External Customer,CUST-110,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,3/19/25 11:27,,,3/19/25 11:27,6/12/25 1:52,2025-05-27T15:55:40.000,PROD-DELIVERABLE-1,CORE-PROD-66,PARENT-PROD-29,FEATURE-2,2025-03-19T11:27:30.000,5/27/25 15:55,,Breached,3/19/25 11:27,5/27/25 15:55,3/27/25 1:52,EXTERNAL-ID-1,0,Negatively Resolved,2025-03,2025-05
ISSUE-586,KEY-586,,49.0929,0,0,0,0,0,0,30.986613761574077,Blocked,0,Breached,0,P3 - Low,S3 - Minor,COMP-89,4,(unresolved),External Customer,CUST-39,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,3/19/25 12:59,,,3/19/25 12:59,6/11/25 12:59,,PROD-DELIVERABLE-17,CORE-PROD-8,PARENT-PROD-26,FEATURE-2,2025-03-19T12:59:43.000,,,Breached,3/19/25 12:59,,3/26/25 12:59,EXTERNAL-ID-1112,0,Unresolved,2025-03,NaT
